date,service,type_document,chemin_fichier
2022-06-27,Fonction publique/Autres categories de personnels,deliberations,module1-nettoyage/data/classe\deliberations\2022\fonction-publique-autres-categories-de-personnels\2022-06-27_deliberations_fonction-publique-autres-categories-de-personnels_2022-0159.csv
2022-06-27,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-06-27_deliberations_finances-locales-subventions_2022-0234.csv
2022-06-27,Domaine et patrimoine/Autres actes de gestion du domaine prive,deliberations,module1-nettoyage/data/classe\deliberations\2022\domaine-et-patrimoine-autres-actes-de-gestion-du-d\2022-06-27_deliberations_domaine-et-patrimoine-autres-actes-de-gestion-du-d_2022-0232.csv
2022-06-27,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-06-27_deliberations_finances-locales-subventions_2022-0218.csv
2022-06-27,Domaine et patrimoine/Autres actes de gestion du domaine public,deliberations,module1-nettoyage/data/classe\deliberations\2022\domaine-et-patrimoine-autres-actes-de-gestion-du-d\2022-06-27_deliberations_domaine-et-patrimoine-autres-actes-de-gestion-du-d_2022-0208.csv
2022-06-27,Commande Publique/Actes relatifs a la maitrise d oeuvre,deliberations,module1-nettoyage/data/classe\deliberations\2022\commande-publique-actes-relatifs-a-la-maitrise-d-o\2022-06-27_deliberations_commande-publique-actes-relatifs-a-la-maitrise-d-o_2022-0201.csv
2022-06-27,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-06-27_deliberations_finances-locales-subventions_2022-0194.csv
2022-06-27,Finances locales/Fiscalite,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-fiscalite\2022-06-27_deliberations_finances-locales-fiscalite_2022-0200.csv
2022-06-27,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-06-27_deliberations_finances-locales-subventions_2022-0186.csv
2022-06-27,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-06-27_deliberations_finances-locales-subventions_2022-0183.csv
2022-06-27,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-06-27_deliberations_finances-locales-subventions_2022-0178.csv
2022-06-27,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-06-27_deliberations_finances-locales-subventions_2022-0175.csv
2022-06-27,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-06-27_deliberations_finances-locales-subventions_2022-0174.csv
2022-06-27,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-06-27_deliberations_finances-locales-subventions_2022-0171.csv
2022-06-27,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-06-27_deliberations_finances-locales-subventions_2022-0169.csv
2022-06-27,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-06-27_deliberations_finances-locales-subventions_2022-0166.csv
2022-06-27,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-06-27_deliberations_finances-locales-subventions_2022-0221.csv
2022-06-27,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-06-27_deliberations_finances-locales-subventions_2022-0182.csv
2022-03-14,"Finances locales/Prise de participation (SEM, etc...)",deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-prise-de-participation-sem-etc\2022-03-14_deliberations_finances-locales-prise-de-participation-sem-etc_2022-0068bis.csv
2022-03-14,Autres domaines de competences/Autres domaines de competences des communes,deliberations,module1-nettoyage/data/classe\deliberations\2022\autres-domaines-de-competences-autres-domaines-de-\2022-03-14_deliberations_autres-domaines-de-competences-autres-domaines-de-_2022-0076.csv
2022-03-14,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-03-14_deliberations_finances-locales-subventions_2022-0039.csv
2022-03-14,Domaine et patrimoine/Acquisitions,deliberations,module1-nettoyage/data/classe\deliberations\2022\domaine-et-patrimoine-acquisitions\2022-03-14_deliberations_domaine-et-patrimoine-acquisitions_2022-0065.csv
2022-03-14,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-03-14_deliberations_finances-locales-subventions_2022-0064.csv
2022-03-14,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-03-14_deliberations_finances-locales-subventions_2022-0049bis.csv
2022-03-14,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-03-14_deliberations_finances-locales-subventions_2022-0045.csv
2022-03-14,Domaines de competences par themes/Enseignement,deliberations,module1-nettoyage/data/classe\deliberations\2022\domaines-de-competences-par-themes-enseignement\2022-03-14_deliberations_domaines-de-competences-par-themes-enseignement_2022-0034.csv
2022-03-14,Domaines de competences par themes/Environnement,deliberations,module1-nettoyage/data/classe\deliberations\2022\domaines-de-competences-par-themes-environnement\2022-03-14_deliberations_domaines-de-competences-par-themes-environnement_2022-0031quater.csv
2022-03-14,Domaines de competences par themes/Environnement,deliberations,module1-nettoyage/data/classe\deliberations\2022\domaines-de-competences-par-themes-environnement\2022-03-14_deliberations_domaines-de-competences-par-themes-environnement_2022-0030.csv
2022-01-17,Institutions et vie politique/Delegation de fonctions,deliberations,module1-nettoyage/data/classe\deliberations\2022\institutions-et-vie-politique-delegation-de-foncti\2022-01-17_deliberations_institutions-et-vie-politique-delegation-de-foncti_2022-0015.csv
2022-01-17,Finances locales/Divers,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-divers\2022-01-17_deliberations_finances-locales-divers_2022-0017.csv
2022-01-20,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-01-20_deliberations_finances-locales-subventions_2022-0011.csv
2022-01-17,Domaines de competences par themes/Environnement,deliberations,module1-nettoyage/data/classe\deliberations\2022\domaines-de-competences-par-themes-environnement\2022-01-17_deliberations_domaines-de-competences-par-themes-environnement_2022-0009.csv
2022-01-17,Finances locales/Divers,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-divers\2022-01-17_deliberations_finances-locales-divers_2022-0003.csv
2022-06-27,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-06-27_deliberations_finances-locales-subventions_2022-0156.csv
2022-05-16,Finances locales/Fiscalite,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-fiscalite\2022-05-16_deliberations_finances-locales-fiscalite_2022-0148.csv
2022-05-16,Fonction publique/Personnel titulaires et stagiaires de la F.P.T.,deliberations,module1-nettoyage/data/classe\deliberations\2022\fonction-publique-personnel-titulaires-et-stagiair\2022-05-16_deliberations_fonction-publique-personnel-titulaires-et-stagiair_2022-0140.csv
2022-05-16,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-05-16_deliberations_finances-locales-subventions_2022-0138.csv
2022-05-16,Fonction publique/Personnel titulaires et stagiaires de la F.P.T.,deliberations,module1-nettoyage/data/classe\deliberations\2022\fonction-publique-personnel-titulaires-et-stagiair\2022-05-16_deliberations_fonction-publique-personnel-titulaires-et-stagiair_2022-0141.csv
2022-05-16,Finances locales/Divers,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-divers\2022-05-16_deliberations_finances-locales-divers_2022-0142.csv
2022-05-16,Finances locales/Divers,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-divers\2022-05-16_deliberations_finances-locales-divers_2022-0108.csv
2022-05-16,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-05-16_deliberations_finances-locales-subventions_2022-0102.csv
2022-05-16,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-05-16_deliberations_finances-locales-subventions_2022-0089.csv
2022-05-16,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-05-16_deliberations_finances-locales-subventions_2022-0090.csv
2022-05-16,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-05-16_deliberations_finances-locales-subventions_2022-0085.csv
2022-05-16,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-05-16_deliberations_finances-locales-subventions_2022-0083.csv
2022-05-16,Commande Publique/Actes relatifs a la maitrise d oeuvre,deliberations,module1-nettoyage/data/classe\deliberations\2022\commande-publique-actes-relatifs-a-la-maitrise-d-o\2022-05-16_deliberations_commande-publique-actes-relatifs-a-la-maitrise-d-o_2022-0079.csv
2025-12-01,Finances locales/Decisions budgetaires,deliberations,module1-nettoyage/data/classe\deliberations\2025\finances-locales-decisions-budgetaires\2025-12-01_deliberations_finances-locales-decisions-budgetaires_dcm-2025-374.csv
2025-09-22,"Finances locales/Prise de participation (SEM, etc...)",deliberations,module1-nettoyage/data/classe\deliberations\2025\finances-locales-prise-de-participation-sem-etc\2025-09-22_deliberations_finances-locales-prise-de-participation-sem-etc_dcm-2025-354.csv
2025-09-22,Commande Publique/Autres types de contrats,deliberations,module1-nettoyage/data/classe\deliberations\2025\commande-publique-autres-types-de-contrats\2025-09-22_deliberations_commande-publique-autres-types-de-contrats_dcm-2025-349.csv
2025-09-22,Urbanisme/Actes relatifs au droit d occupation ou d utilisation des sols,deliberations,module1-nettoyage/data/classe\deliberations\2025\urbanisme-actes-relatifs-au-droit-d-occupation-ou-\2025-09-22_deliberations_urbanisme-actes-relatifs-au-droit-d-occupation-ou-_dcm-2025-333.csv
2025-06-30,Domaines de competences par themes/Voirie,deliberations,module1-nettoyage/data/classe\deliberations\2025\domaines-de-competences-par-themes-voirie\2025-06-30_deliberations_domaines-de-competences-par-themes-voirie_dcm-2025-250.csv
2025-05-19,Fonction publique/Personnel titulaires et stagiaires de la F.P.T.,deliberations,module1-nettoyage/data/classe\deliberations\2025\fonction-publique-personnel-titulaires-et-stagiair\2025-05-19_deliberations_fonction-publique-personnel-titulaires-et-stagiair_dcm-2025-170.csv
2025-05-19,Finances locales/Divers,deliberations,module1-nettoyage/data/classe\deliberations\2025\finances-locales-divers\2025-05-19_deliberations_finances-locales-divers_dcm-2025-165bis.csv
2025-05-19,Domaine et patrimoine/Autres actes de gestion du domaine prive,deliberations,module1-nettoyage/data/classe\deliberations\2025\domaine-et-patrimoine-autres-actes-de-gestion-du-d\2025-05-19_deliberations_domaine-et-patrimoine-autres-actes-de-gestion-du-d_dcm-2025-158.csv
2025-05-19,Domaine et patrimoine/Autres actes de gestion du domaine public,deliberations,module1-nettoyage/data/classe\deliberations\2025\domaine-et-patrimoine-autres-actes-de-gestion-du-d\2025-05-19_deliberations_domaine-et-patrimoine-autres-actes-de-gestion-du-d_dcm-2025-155.csv
2025-05-19,Domaine et patrimoine/Autres actes de gestion du domaine prive,deliberations,module1-nettoyage/data/classe\deliberations\2025\domaine-et-patrimoine-autres-actes-de-gestion-du-d\2025-05-19_deliberations_domaine-et-patrimoine-autres-actes-de-gestion-du-d_dcm-2025-154.csv
2025-05-19,Finances locales/Divers,deliberations,module1-nettoyage/data/classe\deliberations\2025\finances-locales-divers\2025-05-19_deliberations_finances-locales-divers_dcm-2025-165.csv
2025-05-19,Domaine et patrimoine/Autres actes de gestion du domaine public,deliberations,module1-nettoyage/data/classe\deliberations\2025\domaine-et-patrimoine-autres-actes-de-gestion-du-d\2025-05-19_deliberations_domaine-et-patrimoine-autres-actes-de-gestion-du-d_dcm-2025-160.csv
2025-05-19,Domaine et patrimoine/Alienations,deliberations,module1-nettoyage/data/classe\deliberations\2025\domaine-et-patrimoine-alienations\2025-05-19_deliberations_domaine-et-patrimoine-alienations_dcm-2025-159.csv
2025-05-19,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2025\finances-locales-subventions\2025-05-19_deliberations_finances-locales-subventions_dcm-2025-134.csv
2025-05-19,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2025\finances-locales-subventions\2025-05-19_deliberations_finances-locales-subventions_dcm-2025-130.csv
2025-05-19,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2025\finances-locales-subventions\2025-05-19_deliberations_finances-locales-subventions_dcm-2025-125.csv
